about,Code,Text Deutsch,Text Englisch,Link
2.2e),about.moneyusage.text,"dotHIV verfolgt mit seiner Arbeit ein ganz klares Ziel: einen gesicherten Zugang zu Behandlung und HIV Medikamenten! Daher vergeben wir Geld ausschließlich an Organisationen, die sich für dieses Ziel einsetzten. Diese Organisationen haben die Möglichkeit sich und ihre Projekte auf unserer Online-Plattform zum Voting zu stellen. Welche Projekte schließlich gefördert werden, entscheidet der User durch seine Stimme. Schau dir an, welche Projekte aktuell zum Voting stehen.Schau dir an, welche Projekte bereits von uns gefördert wurden. 
","dotHIV pursues on firm goal: access to treatment for people living with HIV. That is why we solely support organizations that pursue the same goal. We give them the opportunity to present their projects and their funding needs on our online platform so that users can vote for their favorite projects. The user votes decide which project gets funded. 
Have a look at the projects that you can currently vote for.Have a look at the projects that have already been funded.",
2.2e),about.moneyusage.link,Umgesetzte Projekte,Implemented projects,
2.2f),about.history.headline,Geschichte von dotHIV,The history of dotHIV,
,about.history.text,"Überall dieselbe alte Leier. Das Layout ist fertig, der Text lässt auf sich warten. Damit das Layout nun nicht nackt im Raume steht und sich klein und leer vorkommt, springe ich ein: der Blindtext. Genau zu diesem Zwecke erschaffen, immer im Schatten meines großen Bruders »Lorem Ipsum«, freue ich mich jedes Mal, wenn Sie ein paar Zeilen lesen. Denn esse est percipi - Sein ist wahrgenommen werden. Und weil Sie nun schon die Güte haben, mich ein paar weitere Sätze lang zu begleiten, möchte ich diese Gelegenheit nutzen, Ihnen nicht nur als Lückenfüller zu dienen, sondern auf etwas hinzuweisen, das


",,
2.2f),about.history.dropdown,Mehr erfahren,Learn more,
2.2f),about.history.expand,"Überall dieselbe alte Leier. Das Layout ist fertig, der Text lässt auf sich warten. Damit das Layout nun nicht nackt im Raume steht und sich klein und leer vorkommt, springe ich ein: der Blindtext. Genau zu diesem Zwecke erschaffen, immer im Schatten meines großen Bruders »Lorem Ipsum«, freue ich mich jedes Mal, wenn Sie ein paar Zeilen lesen. Denn esse est percipi - Sein ist wahrgenommen werden.

Und weil Sie nun schon die Güte haben, mich ein paar weitere Sätze lang zu begleiten, möchte ich diese Gelegenheit nutzen, Ihnen nicht nur als Lückenfüller zu dienen, sondern auf etwas hinzuweisen, das es ebenso verdient wahrgenommen zu werden: Webstandards nämlich. Sehen Sie, Webstandards sind das Regelwerk, auf dem Webseiten aufbauen. So gibt es Regeln für HTML, CSS, JavaScript oder auch XML; Worte, die Sie vielleicht schon einmal von Ihrem Entwickler gehört haben. Diese Standards sorgen dafür, dass alle Beteiligten aus einer Webseite den größten Nutzen ziehen. Im Gegensatz zu früheren Webseiten müssen wir zum Beispiel nicht mehr zwei verschiedene Webseiten für den Internet Explorer und einen anderen Browser programmieren. Es reicht eine Seite, die - richtig angelegt - sowohl auf verschiedenen Browsern im Netz funktioniert, aber ebenso gut für den Ausdruck oder

",,
2.2g),about.quotes.headline,Was andere sagen,What others say,
2.2g),about.quotes.quote1.picture,,,
2.2g),about.quotes.quote1.text,"“An dotHIV gefällt mir besonders gut, dass es nicht einfach nur eine Top-Level Domain ist. Es ist ein großartiges Werkzeug für Unternehmen, NGOs und Menschen, die Unterstützung zeigen und Verantwortung übernehmen wollen.”


","“What I like about dotHIV is that it’s not only a Top-Level Domain. It’s also a great tool for companies, NGOs and individuals who want to show support and responsibility.”",
2.2g),about.quotes.quote1.name,"Raul Krauthausen
Raul Krauthausen ist Sozialunternehmer, Gründer von wheelmap.org und Ashoka fellow.

","Raul Krauthausen
Raul Krauthausen is a social entrepreneur, the founder of wheelmap.org and Ashoka fellow",
2.2g),about.quotes.quote2.picture,,,"Bild mit Link hinterlegt 
"
2.2g),about.quotes.quote2.text,"“Ich liebe diese Idee. Das ist genau die Art von Kreativität, die wir brauchen.”



","""I love the idea. That's the kind of creativity we need""",
2.2g),about.quotes.quote2.name,"Dr. Brian Brinks
Dr. Brian Brinks ist Board Member und Vertreter des Private Sectors beim Global Fund","Dr. Brian Brinks
Dr. Brian Brinks is Board Member and representative of the Private Sectors at Global Fund",
2.2g),about.quotes.quote3.picture,,http://www.iwwit.de/ – http://www.welt-aids-tag.de/,Bild mit Link hinterlegt 
2.2g),about.quotes.quote3.text,"Ich finde dotHIV großartig, weil es dem Thema HIV/Aids einen eigenen Raum im Internet gibt. Es erreicht vor allem junge Menschen – eine der wichtigsten Zielgruppen für Prävention und wird so dabei helfen, gemeinsam das Blatt zu wenden.”","“I think dotHIV is great, because it will give the topic of HIV/AIDS
 a dedicated space on the Internet. It reaches young people – one of the
 main target groups for prevention and will thereby help to turn the 
tide together.”",
2.2g),about.quotes.quote3.name,"Marcel ist ein 23 Jahre alter Aktivist und aktiver Internetuser. Als ein HIV+ Botschafter für Kampagnen wie ”I know what I’m doing” und ”Living together in a positive way”, ist er ein Mitglied des größten deutschen HIV-Vereinigung Deutsche Aids Hilfe","Marcel Dams
Marcel is a 23 year old activist in the field of HIV and an active 
Internet user. As an HIV+ ambassador for the campaigns “I know what I’m 
doing” and “Living together in a positive way”, he is a member of the 
biggest German HIVassociation Deutsche Aids Hilfe.
",
2.2g),about.quotes.quote4.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote4.text,"“Ihr habt meine Unterstützung!”


","""You have my support""",
2.2g),about.quotes.quote4.name,"Fadi Chehadé
Vorstandsvorsitzender der ICANN.

","Fadi Chehadé
CEO of ICANN.

",
2.2g),about.qoutes.quote5.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote5.text,"“HIV ist immer noch ein Problem für viele Menschen – und ich meine nicht die, die HIV-positiv sind. Es gibt so viel Ausgrenzung und Angst. dotHIV hilft dabei, diese Vorurteile zu bekämpfen und das hilft denen, die unter HIV leiden. Eine wirklich gute Idee.”

",“HIV still is a problem for many people – and I mean the people who are not HIV-positive. There is so much isolation and fear. dotHIV helps fighting those prejudices and this really helps the people who suffer from HIV. A very good idea.”,
2.2g),about.quotes.quote5.name,"Michael Michalsky
Michael Michalsky ist einer der erfolgreichsten und respektiertesten Modedesigner Deutschlands. Er unterstützt diverse soziale projects und Initiativen, unter Anderem Save Darfur und den WWF.

","Michael Michalsky
Michael Michalsky is one of the most successful and respected German 
fashion designers. He supports various social projects and initiatives 
such as Save Darfur and the WWF.",
2.2g),about.quotes.quote6.picture,,,Bild mit Link hinterlegt
2.2g),about.quotes.quote6.text,"„dotHIV ist ein großartiges project, das gleichzeitig mehrere Wirkungsfelder hat: Es sammelt Mittel, um die Krankheit zu bekämpfen, hilft infizierten Menschen und bietet den vielen Organisationen und Aktivisten in diesem Bereich eine Plattform für Kommunikation und Netzwerkarbeit.
Außerdem wird es die Aufmerksamkeit auf die anhaltende Bedrohung durch HIV/Aids lenken – auch in Deutschland, wo der Zugang zu lebensrettenden Medikamenten zu einem gewissen Desinteresse gegenüber der Pandemie geführt hat. Und das obwohl sie noch lange nicht besiegt ist.”

","“dotHIV is a great project which serves three objectives at the same
 time: It will help to raise additional resources to fight the disease, 
help infected people and provide a platform of communication and 
networking for the great number of organizations and activists in this 
field.
Also, it will keep up the awareness of the ongoing threat of 
HIV/AIDS in countries like Germany, where the access to life-saving 
medicine has led to a certain indifference towards a pandemic, which is 
still far from being defeated.“",
2.2g),about.quotes.quote6.name,"Prof. Dr. Wolfgang Hein
Prof. Dr. Wolfgang Hein ist Senior Research Fellow am GIGA Institut der Lateinamerika Studien in Hamburg und Autor von Global Health Governance and the Fight Against HIV/AIDS, Basingstoke, Palgrave 2007 (mit Lars Kohlmorgen und Sonja Bartsch, eds.).","Prof. Dr. Wolfgang Hein
Prof. Dr. Wolfgang Hein is Senior Research Fellow at the GIGA 
Institute of Latin American Studies, Hamburg, Germany and author of 
Global Health Governance and the Fight Against HIV/AIDS, Basingstoke, 
Palgrave 2007 (with Lars Kohlmorgen and Sonja Bartsch, eds.).",
2.2g),about.quotes.quote7.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote7.text,"“Carolin Silbernagl und ihr Team sind bei ihrer Pro-Bono Arbeit wirklich mit ganzem Herzen dabei. Sie haben uns mit ihrem Enthusiasmus und ihrem Einsatz dafür, anders zu denken inspiriert.
Wir sind fest davon überzeugt, dass dotHIV eine einmalige Möglichkeit ist, dieses globale Problem auf einer globalen Skala zu bekämpfen und dabei eine breite Masse von Unternehmen, Organisationen und Internetusern einzubinden.”

","“Carolin Silbernagl and her team are very dedicated to their 
pro‐bono work and have inspired us with their enthusiasm and commitment 
to think differently.
We sincerely believe that dotHIV is a unique opportunity to fight a 
global problem on a global scale, engaging a broad number of companies, 
organizations and Internet users.”",
2.2g),about.quotes.quote7.name,"Dr. med. Keikawus Arastéh
Dr. Arastéh ist Chefarzt für Innere Medizin, Infektiologie und HIV am Vivantes Auguste-Viktoria-Klinikum in Berlin.

","Dr. med. Keikawus Arastéh
Dr. med. Arastéh is Director of Internal Medicine at Vivantes Auguste-Viktoria-Klinikum, Berlin, Germany",
2.2g),about.quotes.quote8.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote8.text,"“Technologie fasziniert uns. Wir glauben: Welche Herausforderung auch immer sich einem stellt – es gibt eine Technologie, um sie zu meistern. In dotHIV sehen wir das Potential, eine essentiellen Beitrag zu leisten, um ein globales Problem mit intelligent genutzter Technologie einzudämmen – und vielleicht sogar ein Teil der Lösung zu sein.”


","Technology fascinates us. We believe: whatever the challenge might be
– there is a technology that can master it. We see the potential in dotHIV
to make an essential contribution to dam up a global problem with
intelligently used new technology – and maybe even be a part of the solution.”



",
2.2g),about.quotes.quote8.name,"Michael Finke
Internationaler Werbeleiter bei der AUDI AG

","Michael Finke
International advertising manager at AUDI AG

",
2.2g),about.quotes.quote9.picture,,,"Bild mit Link hinterlegt 

"
2.2g),about.quotes.quote9.text,"”Aids? Das geht mich nichts an. – Diese Position ist recht häufig aber sich für “sicher” zu halten wäre trügerisch. Weltweite Aufklärung gehört zu den wichtigsten Maßnahmen in der Bekämpfung und Vorbeugung von Aids. Denn Schritte gegen diese Krankheit können nur auf einer globalen Ebene passieren. dotHIV macht das auf eine äußerst clevere Art – nicht belehrend, sondern innovativ und ohne Zweifel sehr erfolgreich.”



","“AIDS? That only concerns others. This position is quite common but 
to think of ourselves as safe would be deceptive. Worldwide education 
belongs to the most important measurements for the AIDS response and 
prevention of the disease. Because steps against the virus can only be 
taken on a global basis. dotHIV does that in a very clever way – not 
didactic but highly innovative and undoubtedly very successful.”",
2.2g),about.quotes.quote9.name,"Reinhold Beckmann
Journalist und Moderator","Reinhold Beckmann
TV host and journalist",
2.2g),about.quotes.quote10.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote10.text,"“Wir brauchen Kreativität und maximale Aufmerksamkeit, um die immerwährende Bedrohung durch HIV/Aids zurück ins Bewusstsein der Menschen zu bringen und die Stigmatisierung der Krankheit zu reduzieren.
dotHIV verbindet beide Aspekte auf beeindruckende Weise, indem es die gewaltige Kraft des Internets nutzt, um relevante Inhalte unterstreicht und Spenden sammelt, um wichtige Aufklärungsarbeit zu unterstützen. “Vergessen ist ansteckend” und “Update Your Life” unterstützen diese bahnbrechende Initiative.”


","“We need creativity and maximum attention to bring back the ever 
present threat of HIV/Aids into the mind of the people and fight the 
stigmatization of the disease. dotHIV impressively connects both 
objectives by using the enormous power of the Internet to highlight 
relevant content and generating donations for essential educational 
work. “Vergessen ist ansteckend” and “Update Your Life” support this 
groundbreaking initiative.”
",
2.2g),about.quotes.quote10.name,"Lars Witte-Winter
Hat die “Vergessen ist ansteckend gGmbH” gegründet und aufgebaut. Wir sind froh, ihn in unserem Beirat zu haben, denn er bringt viel Erfahrung mit.

","Lars Witte-Winter
Founded and managed the “Vergessen ist ansteckend gGmbH“. We are very happy to have him on our advisory board because he brings a lot of experience to the team!",
2.2g),about.quotes.quote11.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote11.text,"“Für mich ist dotHIV ein fortschrittlicher Ansatz im Kampf gegen Aids. Es nutzt das Internet auf bestmögliche Weise um Spenden zu sammeln und Aufmerksamkeit zu schaffen. Ich bin mir sicher, dass dotHIV wichtige Beiträge im Kampf gegen das Virus leisten wird.”

","""For me, dotHIV is a progressive approach in the fight against HIV and
AIDS. It uses the Internet in the best possible way to generate donations
and create awareness. I’m sure that dotHIV will make some important
contributions to the fight against the virus.""



",
2.2g),about.quotes.quote11.name,"Michael Stich
Hat als Tennisspieler Wimbledon und die Olympischen Spiele gewonnen – seit 1994 setzt er sich mit der Michael Stich Stiftung für HIV-infizierte Kinder in Deutschland ein.","Michael Stich
The Wimbledon and Olympic Tennis Champion Michael Stich founded a 
charitable trust, which supports HIV-infected children in Germany. 
",
2.2g),about.quotes.quote12.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote12.text,"“dotHIV ist eine großartige Idee, wirklich gut durchdacht und ein solides soziales Geschäftsmodell, das mich fasziniert – genau so wie betterplace. Ich bin fest davon überzeugt, dass dotHIV die Rote Schleife des digitalen Zeitalters wird.”


","“dotHIV is a great idea, really well thought-through and a solid 
social business that fascinates me – just like betterplace. I am sure 
that dotHIV will become the red ribbon of the digital age!”",
2.2g),about.quotes.quote12.name,"Dr. Bernd Kundrun
Bernd Kundrun ist einer unserer ersten Unterstützer. Der ehemalige Aufsichtsratsvorsitzende der Gruner + Jahr AG und Mitinitiator der Kampagne “Du bist Deutschland” ist heute Vorsitzender des Aufsichtsrats der gut.org gAG.","Dr. Bernd Kundrun
Bernd Kundrun is one of our earliest supporters and former chairman 
of the board at Gruner + Jahr. He was one of the iniators of „Du bist 
Deutschland“, a social-marketing-campaign in 2005 and donated 1 Million 
Euros to the charitable Internet donation-platform betterplace.org in 2009.",
2.2g),about.quotes.quote13.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote13.text,"Aufmerksamkeit und Geld bilden die Grundlage für einen erfolgreichen Kampf gegen Aids. dotHIV ist ein sehr innovativer Ansatz, um beide Aspekte zu verbinden und so die Pandemie einzudämmen und letztendlich zu besiegen.","“Awareness and money are the essential base for a successful fight 
against HIV/Aids. dotHIV is a very innovative approach to connect both 
aspects to dam up and eventually beat the epidemic.”",
2.2g),about.quotes.quote13.name,"Prof. Dr. Peter H. Seeberger
Prof. Dr. Peter H. Seeberger ist Leiter der Abteilung für Kolloid- und Grenzflächenforschung am Max-Planck Institut, Potsdam. Außerdem ist er ein Gründungsmitglied der “Hope for Africa”-Stiftung, die sich zum Ziel gesetzt hat, das Gesundheitswesen in Afrika zu verbessern, indem sie Zugang zu Malaria-Impfungen und HIV-Behandlung gibt.","Prof. Dr. Peter H. Seeberger
Prof. Dr. Peter H. Seeberger is the director of the Max-Planck 
Institute of Colloids and Interfaces. He also is a founding member of 
the „Hope for Africa Foundation“ that aims at improving health care by 
providing access to malaria vaccines and HIV-treatments.",
2.2g),about.quotes.quote14.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote14.text,"“Einige Mitglieder der ICANN-community waren der Meinung, dass ein neues Top-Level Programm überflüssig sei. Es ist großartig zu sehen, dass Initiativen wie dotHIV den ganzen Prozess rechtfertigen. Vielen Dank!”

","“Some members of the ICANN-community said, there was no need for new
 top-level-domains. It‘s great to see that initiatives such as dotHIV 
are giving the whole process a reason. Thank‘s very much!”",
2.2g),about.quotes.quote14.name,"Peter Dengate Thrush
Peter Dengate Thrush ist seit der Gründung in die ICANN involviert und war von 2007 bis 2011 ihr Aufsichtsratsvorsitzender .

","Peter Dengate Thrush
Peter Dengate Thrush is a New Zealand-born barrister specializing in 
Internet law, intellectual property and competition. He is involved in ICANN since its inception and was chairman of the board from 2007 until 2011.",
2.2g),about.quotes.quote15.picture,,,Bild mit Link hinterlegt 
2.2g),about.quotes.quote15.text,GMHC ist die älteste HIV und AIDS Service-Organisation der Welt und ist stolz offizieller Unterstützer von dotHIV zu sein.,"“GMHC is the world’s oldest HIV/AIDS Service Organization and is 
proud to be a supporter of dotHIV. We follow the progress of dotHIV with
 great interest. ",
2.2g),about.quotes.quote15.name,"Janet Weinberg, CEO/COO GMHC, New York","Janet Weinberg, CEO/COO GMHC, New York",
2.3a),about.fororg.headline,dotHIV für die AIDS response,dotHIV for the HIV response,
2.3a),about.fororg.text,"Kurze Einleitung zu Thema ""Was macht dotHIV für Organisationen""

",,
2.3b),about.guidelines.headline,Was wir fördern,What we fund,
2.3b),about.guidelines.text,"dotHIV fördert Projekte, die sich für einen gesicherten Zugang zu Behandlung und HIV Medikamenten einsetzten. Das Ziel ist es dabei für uns, kleine und innovative Projekte zu unterstützen, die bedeutende Arbeit leisten und dennoch häufig das Problem haben, von großen Geldgerbern nicht gefördert zu werden. Gleichzeitig ist uns die Qualität der Projekte besonders wichtig. Aus diesem Grund haben wir genau formuliert, was wir fördern und was nicht. Schau dir hier an, was dotHIV fördert.","dotHIV funds projects that aim to improve access to treatment for people living with HIV. The goal is to support small, community based and innovativ, because many of these projects are not eligible for funds from large donors but their work is extremly important. At the same time the quality of their work is crucial for us. That is why we formulated our funding goals and principles. You can find them here.",
2.3b),about.guidelines.link,Zu unseren Förderrichtlinien,Go to funding principles,
2.3c),about.fororg.charitydoamin.headline,"Die .hiv Non-profit Domain
",The .hiv Non-profit Domain,
,about.fororg.charitydomain.secondheadline.what,Was ist eine .hiv non-profit Domain?,What is a .hiv Non-prfit Domain?,
2.3c),about.fororg.charitydoamin.text,"Die .hiv non-profit Domain ist gleich im doppelten Sinne non-profit: Zum einen vergeben wir die Domain ausschließlich an non-profit Organisationen mit einem Schwerpunkt im Bereich HIV und Aids. Zum anderen ist die non-profit Domain für diese Organisationen kostenlos – die Kosten übernimmt dotHIV. Damit möchten wir Initiativen, die sich im Bereich HIV und Aids engagieren, einen gemeinsamen themengebundenen Raum im Internet geben. 
","The .hiv non-profit domain is non-profit in two
ways: firstly, it is exclusively for non-profit organizations whose work focuses on HIV and AIDS. Secondly, it is free of charge because dotHIV carries the cost. The reasoning behind this is to create an Internet realm in which HIV and AIDS initiatives would be united.





",
2.3c),about.fororg.charitydoamin.dropdown,Mehr erfahren,Learn more,
2.3c),about.fororg.charitydomain.secondheadline.why,Was sind die Vorteile einer .hiv non-profit Domain?,What are the Benefits of a .hiv Non-profit Domain?,
2.3c),about.fororg.charitydomain.expand,"
Mit der kostenlosen .hiv Domain wollen wir für Organisationen im Bereich HIV und Aids einen eigenen Platz im Internet schaffen. Durch die gemeinsame Nutzung dieses Platzes verstärkt sich die Wirkung des Einzelnen – durch die Entstehung besserer Sichtbarkeit und die Bildung eines globalen Netzwerkes.

Die  Verwendung einer .hiv Domain verbessert die Suchmaschinenergebnisse und erhöht somit die Sichtbarkeit im Internet. Gleichzeitig erhöht ein gemeinsamer Namensraum die Transparenz über die Arbeit im Feld - sowohl für Internetuser als auch für Organisationen. Diesen wird eine einfache Möglichkeit gegeben, ein globales Netzwerk aufzubauen und das ganz ohne Kosten und intensive Bemühungen.

Und last but not least: auch in die kostenlose non-profit Domain wird unser Mikrospendensystem integriert. Das heißt auch für diese Seiten gilt: Jeder Klick auf eine .hiv Domain löst eine Mikrospende aus, die an HIV projects überall auf der Welt weiter gegeben wird.

","The free .hiv domain will help create a global network that amplifies the work of initiatives with a focus on HIV and AIDS world wide. Therefore creating an area where the efforts of each initiative are visible. Using the .hiv domain improves search engine results for the organization, but also adds to its visibility on the Internet. All in all the usage of a .hiv creates a universal realm that improves the transparency of fieldwork for both the Internet users and the organizations themselves. Moreover the opportunity to create this global network is free of charge.

Last but least, all non- profit domains have a micro- donation system integrated in them. Making it possible for Internet users to click free a certain amount that is to be donated to HIV projects worldwide.





",
2.3c),about.fororg.charitydomain.link,Non-profit Domain beantragen,Get your own .hiv Non-profit Domain,Link zum Antrag auf der GmbH Seite
2.3d),about.expertpool.headline,Experten Pool,Expert Pool,
2.3d),about.expertpool.text,"Unseren Experten kommt eine besondere Bedeutung bei der Vorauswahl der HIV und AIDS Projekte zu. Sie sind Teil eines Sicherheitsnetzes, das uns dabei hilft, vertrauenswürdige Organisationen auszuwählen, die effektive und wirkungsvolle Projekte durchführen. Der Pool setzt sich aus Experten unterschiedlicher Bereiche und Länder zusammen. Hier Stellen wir sie euch vor.",Our experts have a very important role: they are part of a safty net that will guid the preselection the potential funding recipients. The will help us to edentify  organizations that are trustworthy and that execute effective and impactoriented projects. The pool consists of experts from all around the world with differnet knowledge and expertise. We introduce them here.,
2.3e),about.network.headline,Unser Organisationsnetzwerk,Notwork organizations,
2.3e),about.network.org1.name,ALAFA - Apparel Lesotho Alliance to Fight AIDS ,ALAFA - Apparel Lesotho Alliance to Fight AIDS ,
2.3e),about.network.org1.picture,,,Bild mit Link hinterlegt 
2.3e),about.network.org2.name,BelAIDS Network - Belarussian NGO AIDS Network,BelAIDS Network - Belarussian NGO AIDS Network,
2.3e),about.network.org2.picture,,,Bild mit Link hinterlegt 
2.3e),about.network.org3.name,Create Future e.V.,Create Future e.V.,
2.3e),about.network.org3.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org4.name,Croix-Rouge Luxembourgeoise,Croix-Rouge Luxembourgeoise,
2.3e),about.network.org4.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org5.name,Czech AIDS Help Center,Czech AIDS Help Center,
2.3e),about.network.org5.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org6.name,danebi.org Apothekennetzwerk,danebi.org Apothekennetzwerk,
2.3e),about.network.org6.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org7.name,GAGA UK – Goodwill and Growth for Africa,GAGA UK – Goodwill and Growth for Africa,
2.3e),about.network.org7.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org8.name,Gegenpol,Gegenpol,
2.3e),about.network.org8.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org9.name,GoAhead!,GoAhead!,
2.3e),about.network.org9.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org10.name,Hamburg Leuchtfeuer,Hamburg Leuchtfeuer,
2.3e),about.network.org10.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org11.name,HIV 360°,HIV 360°,
2.3e),about.network.org11.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org12.name,HIV Disclosure Mission,HIV Disclosure Mission,
2.3e),about.network.org12.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org13.name,HIVplus Italia,HIVplus Italia,
2.3e),about.network.org13.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org14.name,i-magine e.V.,i-magine e.V.,
2.3e),about.network.org14.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org15.name,The Load Zero Foundation,The Load Zero Foundation,
2.3e),about.network.org15.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org16.name,LOVE ROCKS,LOVE ROCKS,
2.3e),about.network.org16.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org17.name,Michael Stich Stiftung,Michael Stich Stiftung,
2.3e),about.network.org17.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org18.name,die Multis,die Multis,
2.3e),about.network.org18.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org19.name,Rafi.ki,Rafi.ki,
2.3e),about.network.org19.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org20.name,Stop AIDS Now / Access,Stop AIDS Now / Access,
2.3e),about.network.org20.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org21.name,think red! ribbonize your life!,think red! ribbonize your life!,
2.3e),about.network.org21.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org22.name,Vergessen ist ansteckend,Vergessen ist ansteckend,
2.3e),about.network.org22.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org23.name,Vijana Amani Pamoja (VAP),Vijana Amani Pamoja (VAP),
2.3e),about.network.org23.picture,,,Bild mit Link hinterlegt
2.3e),about.network.org24.name,Yabonga e.V.,Yabonga e.V.,
2.3e),about.network.org24.picture,,,Bild mit Link hinterlegt
2.4a),about.whosbehind.headline,dotHIV - ein Netzwerk für den guten Zweck,dotHIV - a network for a good cause,
2.4a),about.whosbehind.text,"dotHIV – das sind viele. Ein globales Konzept braucht globale Unterstützer, ein Netzwerk für den guten Zweck. Ein sechsköpfiges Kernteam aus Berlin, mit ehrenamtlicher Kreativunterstützung aus Hamburg bildet die Basis von dotHIV.  kommt weitere Unterstützung aus allen Ecken der Welt hinzu. Neben Einzelpersonen gehören dazu vor allem Organisationen aus dem Feld und Unternehmen mit unterschiedlichen Kernkompetenzen.","dotHIV - that are many. A gloab concept needs global support, a network for a good cause. Our core team of six people is based in Berlin and a voluntary creativ team based in Hamburg build the solid ground for dotHIV. But our network is spread all over the world. Besides a lot of great individulas that support us, several HIV organizations and companies have contributed their time and knowledge. ",
2.4b),about.team.headline,Team,Team,
2.4b),about.team.text,,,
2.4b),about.team.picture,Teamfoto,Team photo,Bild
2.4b),about.team.charity.headline,Der Verein,The Association,
2.4b),about.team.charity.member1.picture,,,Bild
2.4b),about.team.chairty.member1.name,Ina von Rosenstiel,Ina Von Rosenstiel,
2.4b),about.team.charity.member1.affiliation,Geschäftsführerin,Managing Director,
2.4b),about.team.charity.member2.picture,,,Bild
2.4b),about.team.charity.member2.name,Greta Philine Jeske,Greta Philine Jeske,
2.4b),about.team.charity.member2.affiliation,Community Managerin,Community Managerin,
2.4b),about.team.charity.member3.picture,,,Bild
2.4b),about.team.charity.member3.name,Peter Thomassen,Peter Thomassen,
2.4b),about.team.charity.member3.affiliation,??,,
2.4b),about.team.charity.member4.picture,,,Bild
2.4b),about.team.charity.member4.name,Daniella Maria Römer,Daniella Maria Römer,
2.4b),about.team.charity.member4.affiliation,Praktikantin,Intern,
2.4b),about.team.company.headline,Registry,Registry,
2.4b),about.team.company.member1.picture,,,Bild
2.4b),about.team.company.member1.name,Carolin Silbernagl,Carolin Silbernagl,
2.4b),about.team.company.member1.affiliation,CEO,CEO,
2.4b),about.team.company.member1.founder,Gründerin dotHIV,Co-Founder,
2.4b),about.team.company.member2.picture,,,Bild
2.4b),about.team.company.member2.name,Maria Schönfeld,Maria Schönfeld ,
2.4b),about.team.company.member2.affiliation,CFO,CFO,
2.4b),about.team.company.member3.picture,,,Bild
2.4b),about.team.company.member3.name,Markus Tacker ,Markus Tacker,
2.4b),about.team.company.member3.affiliation,CTO,CTO,
2.4b),about.team.company.member4.picture,,,Bild
2.4b),about.team.company.member4.name,Michael Twist,Michael Twist,
2.4b),about.team.company.member4.affiliation,Marketingmanager,Marketingmanager,
2.4b),about.team.communication.member1.picture,,,Bild
2.4b),about.team.communication.member1.name,Philipp Kafkoulas,,
2.4b),about.team.communication.member1.affiliation,Gründer dotHIV/Communication,Co-Founder/Communications,
2.4b),about.team.communication.member2.picture,,,Bild
2.4b),about.team.communication.member2.name,Stefan Förster,Stefan Förster,
,about.team.communication.memebr2.affiliation,Kommunikationsteam,Communications,
2.4b),about.team.communication.member3.picture,,,Bild
2.4b),about.team.communication.member3.name,Michel Foertsch,Michel Foertsch,
,about.team.communication.member3.affiliation,Kommunikationsteam,Communications,
2.4b),about.team.dropdown,Findet hier weiter Unterstützer und Ehemalige,More supporters and alumni,
,about.team.alumni1,"Lumbumbe Van de Velde, Praktikantin","Lubumbe Van de Velde, Intern",
,about.team.alumni2,"Emma Watson, Praktikantin","Emma Watson, Intern",
,about.team.alumni3,,,
,about.team.alumni4,,,
,about.team.alumni5,,,
2.4b),about.team.organizationchart,,,
2.4c),about.partnersupporter.headline,Partner & Supporter,Partner & Supporter,
